Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;43;41;5;5;38;36;27
00000_00001.ppm;46;43;6;5;41;38;27
00000_00002.ppm;46;44;5;5;41;39;27
00000_00003.ppm;49;46;6;6;43;41;27
00000_00004.ppm;50;46;6;5;45;40;27
00000_00005.ppm;52;48;6;6;46;42;27
00000_00006.ppm;53;50;6;5;48;44;27
00000_00007.ppm;55;50;6;5;50;45;27
00000_00008.ppm;54;51;5;5;49;46;27
00000_00009.ppm;57;53;6;5;52;48;27
00000_00010.ppm;59;55;6;5;53;49;27
00000_00011.ppm;61;58;6;6;56;52;27
00000_00012.ppm;62;59;6;5;57;54;27
00000_00013.ppm;64;61;6;5;59;56;27
00000_00014.ppm;68;65;6;6;62;59;27
00000_00015.ppm;72;68;7;7;66;62;27
00000_00016.ppm;74;70;7;7;68;64;27
00000_00017.ppm;76;72;6;6;70;66;27
00000_00018.ppm;83;77;8;7;75;71;27
00000_00019.ppm;86;82;7;8;78;75;27
00000_00020.ppm;93;86;9;8;84;79;27
00000_00021.ppm;95;89;8;8;86;82;27
00000_00022.ppm;101;94;9;8;92;85;27
00000_00023.ppm;109;98;9;8;99;90;27
00000_00024.ppm;116;106;11;10;106;97;27
00000_00025.ppm;125;112;11;9;115;103;27
00000_00026.ppm;134;122;12;11;123;111;27
00000_00027.ppm;147;135;12;12;135;124;27
00000_00028.ppm;167;151;14;13;152;138;27
00000_00029.ppm;181;165;15;15;165;150;27
00001_00000.ppm;37;34;6;5;32;29;27
00001_00001.ppm;36;36;5;6;31;30;27
00001_00002.ppm;38;36;6;6;33;31;27
00001_00003.ppm;38;37;6;6;33;31;27
00001_00004.ppm;38;38;5;6;33;33;27
00001_00005.ppm;39;38;6;6;34;33;27
00001_00006.ppm;39;37;5;5;34;32;27
00001_00007.ppm;40;39;5;6;35;33;27
00001_00008.ppm;43;41;6;6;38;35;27
00001_00009.ppm;42;41;5;6;37;36;27
00001_00010.ppm;46;42;6;5;40;37;27
00001_00011.ppm;46;44;5;5;41;39;27
00001_00012.ppm;48;46;6;6;43;41;27
00001_00013.ppm;49;46;6;5;44;41;27
00001_00014.ppm;51;48;6;6;46;43;27
00001_00015.ppm;52;48;6;5;47;43;27
00001_00016.ppm;55;50;6;5;50;45;27
00001_00017.ppm;57;54;6;6;52;48;27
00001_00018.ppm;59;55;5;5;54;50;27
00001_00019.ppm;65;59;6;6;60;54;27
00001_00020.ppm;68;61;6;6;62;56;27
00001_00021.ppm;72;63;7;6;66;58;27
00001_00022.ppm;75;68;6;6;69;62;27
00001_00023.ppm;84;73;8;6;77;67;27
00001_00024.ppm;89;80;8;8;81;73;27
00001_00025.ppm;98;87;8;8;89;80;27
00001_00026.ppm;109;98;9;8;100;89;27
00001_00027.ppm;122;110;10;10;111;101;27
00001_00028.ppm;131;117;11;11;120;107;27
00001_00029.ppm;157;143;14;13;144;130;27
00002_00000.ppm;31;29;5;6;26;24;27
00002_00001.ppm;33;31;6;6;28;25;27
00002_00002.ppm;34;32;6;6;29;26;27
00002_00003.ppm;35;32;6;6;30;27;27
00002_00004.ppm;36;33;6;6;31;28;27
00002_00005.ppm;36;33;5;5;31;28;27
00002_00006.ppm;38;34;6;5;33;29;27
00002_00007.ppm;38;34;6;5;33;29;27
00002_00008.ppm;39;35;5;5;33;30;27
00002_00009.ppm;40;38;5;6;34;32;27
00002_00010.ppm;42;38;5;5;36;32;27
00002_00011.ppm;43;38;5;5;37;33;27
00002_00012.ppm;46;41;6;5;41;36;27
00002_00013.ppm;48;41;6;5;42;36;27
00002_00014.ppm;48;44;5;6;43;39;27
00002_00015.ppm;51;46;6;6;46;41;27
00002_00016.ppm;53;48;6;6;48;43;27
00002_00017.ppm;56;49;6;5;50;44;27
00002_00018.ppm;58;53;6;6;53;48;27
00002_00019.ppm;60;55;5;6;55;50;27
00002_00020.ppm;62;58;5;5;57;52;27
00002_00021.ppm;69;63;6;6;63;57;27
00002_00022.ppm;74;69;6;7;68;63;27
00002_00023.ppm;80;72;7;6;73;66;27
00002_00024.ppm;88;81;8;7;81;74;27
00002_00025.ppm;98;87;9;7;89;80;27
00002_00026.ppm;108;99;9;9;99;91;27
00002_00027.ppm;120;108;11;9;110;98;27
00002_00028.ppm;142;129;12;12;130;118;27
00002_00029.ppm;167;148;14;12;153;136;27
00003_00000.ppm;40;42;5;6;35;37;27
00003_00001.ppm;42;42;5;5;36;37;27
00003_00002.ppm;42;44;5;6;37;39;27
00003_00003.ppm;42;44;5;6;37;39;27
00003_00004.ppm;42;44;5;6;36;39;27
00003_00005.ppm;43;43;6;5;38;38;27
00003_00006.ppm;43;44;6;6;37;39;27
00003_00007.ppm;42;44;5;6;37;39;27
00003_00008.ppm;44;45;6;6;38;39;27
00003_00009.ppm;44;46;5;6;39;40;27
00003_00010.ppm;46;47;6;6;41;41;27
00003_00011.ppm;46;47;5;5;41;42;27
00003_00012.ppm;48;47;5;5;43;42;27
00003_00013.ppm;48;49;5;6;43;43;27
00003_00014.ppm;48;48;5;5;43;43;27
00003_00015.ppm;48;49;5;6;43;44;27
00003_00016.ppm;49;49;6;6;44;44;27
00003_00017.ppm;48;49;5;6;43;44;27
00003_00018.ppm;49;49;5;6;43;44;27
00003_00019.ppm;50;51;5;6;45;46;27
00003_00020.ppm;52;51;5;5;46;46;27
00003_00021.ppm;52;52;5;5;47;47;27
00003_00022.ppm;54;54;6;6;49;48;27
00003_00023.ppm;54;54;5;5;49;48;27
00003_00024.ppm;55;56;6;6;50;51;27
00003_00025.ppm;56;56;6;6;50;51;27
00003_00026.ppm;56;56;5;5;51;51;27
00003_00027.ppm;57;58;5;6;52;53;27
00003_00028.ppm;60;60;6;6;55;55;27
00003_00029.ppm;60;60;5;5;55;55;27
00004_00000.ppm;40;36;6;5;35;31;27
00004_00001.ppm;41;37;6;5;36;32;27
00004_00002.ppm;41;38;6;6;36;33;27
00004_00003.ppm;40;38;5;6;35;33;27
00004_00004.ppm;42;39;6;6;36;33;27
00004_00005.ppm;42;39;6;6;37;34;27
00004_00006.ppm;43;40;6;5;38;35;27
00004_00007.ppm;43;42;5;6;38;37;27
00004_00008.ppm;43;43;5;6;38;38;27
00004_00009.ppm;44;44;6;5;39;39;27
00004_00010.ppm;47;45;6;6;42;40;27
00004_00011.ppm;47;45;6;6;42;40;27
00004_00012.ppm;47;46;5;6;42;41;27
00004_00013.ppm;47;45;5;5;42;40;27
00004_00014.ppm;49;46;5;5;44;41;27
00004_00015.ppm;51;48;6;5;46;43;27
00004_00016.ppm;52;50;6;6;47;45;27
00004_00017.ppm;54;52;6;6;49;47;27
00004_00018.ppm;56;53;6;6;51;48;27
00004_00019.ppm;56;53;5;5;51;48;27
00004_00020.ppm;57;56;5;6;52;51;27
00004_00021.ppm;61;58;6;6;56;53;27
00004_00022.ppm;63;59;6;6;58;54;27
00004_00023.ppm;62;59;5;5;57;54;27
00004_00024.ppm;67;62;6;6;61;57;27
00004_00025.ppm;70;65;6;6;64;60;27
00004_00026.ppm;72;70;6;6;66;64;27
00004_00027.ppm;72;68;6;6;66;62;27
00004_00028.ppm;76;71;7;6;70;65;27
00004_00029.ppm;83;83;8;8;76;76;27
00005_00000.ppm;28;25;6;5;23;20;27
00005_00001.ppm;29;26;6;5;24;21;27
00005_00002.ppm;28;26;5;5;23;21;27
00005_00003.ppm;31;28;6;5;25;22;27
00005_00004.ppm;31;29;6;5;26;23;27
00005_00005.ppm;33;30;6;5;27;24;27
00005_00006.ppm;34;31;6;6;28;26;27
00005_00007.ppm;33;31;5;5;27;25;27
00005_00008.ppm;33;31;5;5;28;26;27
00005_00009.ppm;34;33;6;6;29;27;27
00005_00010.ppm;34;33;5;5;29;27;27
00005_00011.ppm;35;34;5;6;30;29;27
00005_00012.ppm;36;35;5;6;31;30;27
00005_00013.ppm;38;35;5;5;32;30;27
00005_00014.ppm;39;37;6;6;34;32;27
00005_00015.ppm;39;37;5;6;33;32;27
00005_00016.ppm;40;38;5;6;35;33;27
00005_00017.ppm;42;40;5;6;37;34;27
00005_00018.ppm;45;41;5;5;40;36;27
00005_00019.ppm;48;44;6;6;42;39;27
00005_00020.ppm;50;46;6;6;45;41;27
00005_00021.ppm;52;48;5;5;47;42;27
00005_00022.ppm;53;51;5;6;48;46;27
00005_00023.ppm;58;56;5;6;53;51;27
00005_00024.ppm;62;56;6;5;57;51;27
00005_00025.ppm;67;60;6;6;61;55;27
00005_00026.ppm;75;70;6;7;68;63;27
00005_00027.ppm;84;75;8;6;76;68;27
00005_00028.ppm;92;83;9;7;84;75;27
00005_00029.ppm;107;97;10;8;98;89;27
00006_00000.ppm;41;38;5;5;36;33;27
00006_00001.ppm;40;39;5;6;35;34;27
00006_00002.ppm;42;38;6;5;37;33;27
00006_00003.ppm;41;37;5;5;36;32;27
00006_00004.ppm;43;40;6;6;38;35;27
00006_00005.ppm;43;38;6;5;38;33;27
00006_00006.ppm;44;39;6;5;39;34;27
00006_00007.ppm;45;40;6;5;40;35;27
00006_00008.ppm;44;41;5;6;39;36;27
00006_00009.ppm;48;41;6;5;43;36;27
00006_00010.ppm;49;44;6;6;44;39;27
00006_00011.ppm;48;42;5;5;43;37;27
00006_00012.ppm;50;44;5;6;45;39;27
00006_00013.ppm;48;44;5;5;43;39;27
00006_00014.ppm;51;47;6;5;46;42;27
00006_00015.ppm;50;47;5;6;45;42;27
00006_00016.ppm;53;48;5;6;48;43;27
00006_00017.ppm;54;47;6;5;49;42;27
00006_00018.ppm;53;50;5;6;48;45;27
00006_00019.ppm;55;49;6;6;50;44;27
00006_00020.ppm;53;51;5;6;48;46;27
00006_00021.ppm;55;53;5;6;50;48;27
00006_00022.ppm;58;55;5;5;53;50;27
00006_00023.ppm;59;55;6;6;54;50;27
00006_00024.ppm;58;57;5;5;53;52;27
00006_00025.ppm;62;60;6;6;57;55;27
00006_00026.ppm;62;60;6;6;57;55;27
00006_00027.ppm;64;61;6;6;59;56;27
00006_00028.ppm;64;63;5;6;59;58;27
00006_00029.ppm;69;67;7;6;63;61;27
00007_00000.ppm;32;30;5;5;27;25;27
00007_00001.ppm;32;30;5;5;27;25;27
00007_00002.ppm;34;32;5;6;29;27;27
00007_00003.ppm;34;32;5;6;29;27;27
00007_00004.ppm;35;31;6;5;30;26;27
00007_00005.ppm;35;33;6;6;30;27;27
00007_00006.ppm;36;32;6;5;31;27;27
00007_00007.ppm;36;34;5;6;31;29;27
00007_00008.ppm;38;34;6;6;33;29;27
00007_00009.ppm;39;35;6;5;34;30;27
00007_00010.ppm;40;36;6;5;35;31;27
00007_00011.ppm;40;38;6;6;35;32;27
00007_00012.ppm;42;38;6;5;36;32;27
00007_00013.ppm;41;40;5;6;36;34;27
00007_00014.ppm;44;41;6;6;39;35;27
00007_00015.ppm;46;42;6;6;41;37;27
00007_00016.ppm;47;43;6;6;42;38;27
00007_00017.ppm;48;45;5;5;43;39;27
00007_00018.ppm;50;45;6;5;45;40;27
00007_00019.ppm;52;48;6;6;46;42;27
00007_00020.ppm;53;49;6;6;48;44;27
00007_00021.ppm;56;51;6;5;51;46;27
00007_00022.ppm;59;55;6;6;53;49;27
00007_00023.ppm;61;55;6;5;55;50;27
00007_00024.ppm;63;58;6;6;58;52;27
00007_00025.ppm;63;60;5;6;58;54;27
00007_00026.ppm;69;62;7;6;63;57;27
00007_00027.ppm;74;68;7;6;68;62;27
00007_00028.ppm;80;71;8;6;73;65;27
00007_00029.ppm;84;80;8;8;77;73;27
