Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;65;57;6;6;60;52;19
00000_00001.ppm;68;57;7;5;62;51;19
00000_00002.ppm;68;59;6;6;62;53;19
00000_00003.ppm;69;59;6;6;63;54;19
00000_00004.ppm;71;60;7;6;65;55;19
00000_00005.ppm;72;60;6;5;65;55;19
00000_00006.ppm;73;62;6;6;67;57;19
00000_00007.ppm;75;62;6;5;68;57;19
00000_00008.ppm;77;63;7;5;71;58;19
00000_00009.ppm;81;64;8;5;74;59;19
00000_00010.ppm;81;67;7;6;74;61;19
00000_00011.ppm;83;70;8;7;76;63;19
00000_00012.ppm;84;70;8;7;77;64;19
00000_00013.ppm;85;72;8;7;78;66;19
00000_00014.ppm;86;74;8;7;79;67;19
00000_00015.ppm;89;78;7;7;81;71;19
00000_00016.ppm;94;81;9;7;86;73;19
00000_00017.ppm;97;83;9;7;89;76;19
00000_00018.ppm;100;85;9;7;92;78;19
00000_00019.ppm;105;88;10;7;96;81;19
00000_00020.ppm;107;94;9;9;98;86;19
00000_00021.ppm;111;97;10;9;102;89;19
00000_00022.ppm;116;99;11;8;106;91;19
00000_00023.ppm;119;104;10;9;109;95;19
00000_00024.ppm;122;109;10;10;112;99;19
00000_00025.ppm;129;112;12;10;118;102;19
00000_00026.ppm;133;116;12;10;122;106;19
00000_00027.ppm;141;121;13;10;129;110;19
00000_00028.ppm;147;129;13;12;135;117;19
00000_00029.ppm;154;132;13;11;141;121;19
00001_00000.ppm;31;28;6;5;26;23;19
00001_00001.ppm;31;29;6;5;26;24;19
00001_00002.ppm;30;29;5;5;25;24;19
00001_00003.ppm;33;31;6;6;27;26;19
00001_00004.ppm;33;32;5;6;27;27;19
00001_00005.ppm;34;33;5;6;29;28;19
00001_00006.ppm;36;32;6;5;31;27;19
00001_00007.ppm;36;34;5;6;30;29;19
00001_00008.ppm;37;34;6;5;32;28;19
00001_00009.ppm;39;35;6;5;34;30;19
00001_00010.ppm;39;36;6;5;34;30;19
00001_00011.ppm;40;38;5;6;35;33;19
00001_00012.ppm;43;39;6;5;38;34;19
00001_00013.ppm;43;39;6;5;38;34;19
00001_00014.ppm;45;41;6;6;40;36;19
00001_00015.ppm;47;43;5;6;41;38;19
00001_00016.ppm;50;43;6;5;45;38;19
00001_00017.ppm;52;46;6;5;47;40;19
00001_00018.ppm;54;49;5;6;48;43;19
00001_00019.ppm;57;49;6;5;52;44;19
00001_00020.ppm;58;54;5;5;53;48;19
00001_00021.ppm;63;57;5;5;58;52;19
00001_00022.ppm;70;61;7;6;64;55;19
00001_00023.ppm;74;66;6;6;68;60;19
00001_00024.ppm;81;71;7;6;74;65;19
00001_00025.ppm;91;80;8;7;83;73;19
00001_00026.ppm;102;90;9;8;93;82;19
00001_00027.ppm;112;100;9;9;103;92;19
00001_00028.ppm;131;117;12;10;120;107;19
00001_00029.ppm;151;134;13;11;138;123;19
00002_00000.ppm;44;40;6;6;39;35;19
00002_00001.ppm;44;39;6;5;39;34;19
00002_00002.ppm;44;40;5;5;38;34;19
00002_00003.ppm;46;41;5;6;41;36;19
00002_00004.ppm;46;43;6;6;41;37;19
00002_00005.ppm;48;43;6;5;43;38;19
00002_00006.ppm;49;44;6;6;44;39;19
00002_00007.ppm;51;45;6;6;45;39;19
00002_00008.ppm;51;45;5;5;45;39;19
00002_00009.ppm;53;46;6;5;47;40;19
00002_00010.ppm;53;47;5;5;48;42;19
00002_00011.ppm;56;50;6;6;51;44;19
00002_00012.ppm;57;51;5;6;52;46;19
00002_00013.ppm;59;52;5;5;53;46;19
00002_00014.ppm;61;53;6;5;56;48;19
00002_00015.ppm;62;54;6;5;57;49;19
00002_00016.ppm;64;56;6;6;59;51;19
00002_00017.ppm;67;58;6;6;61;52;19
00002_00018.ppm;71;59;7;5;64;53;19
00002_00019.ppm;73;61;7;5;67;55;19
00002_00020.ppm;76;64;7;6;70;58;19
00002_00021.ppm;79;64;7;6;72;59;19
00002_00022.ppm;85;68;8;6;78;62;19
00002_00023.ppm;92;71;9;6;84;65;19
00002_00024.ppm;96;75;9;7;88;69;19
00002_00025.ppm;100;81;9;8;92;74;19
00002_00026.ppm;107;86;9;8;98;78;19
00002_00027.ppm;115;93;10;9;105;84;19
00002_00028.ppm;123;98;11;9;113;90;19
00002_00029.ppm;133;106;11;9;121;97;19
00003_00000.ppm;30;29;5;6;25;24;19
00003_00001.ppm;32;30;6;5;26;24;19
00003_00002.ppm;33;32;6;5;28;27;19
00003_00003.ppm;33;33;5;5;28;27;19
00003_00004.ppm;35;34;5;6;29;29;19
00003_00005.ppm;36;34;6;6;30;29;19
00003_00006.ppm;35;36;5;6;30;30;19
00003_00007.ppm;35;36;5;6;30;30;19
00003_00008.ppm;37;37;6;6;32;31;19
00003_00009.ppm;39;37;6;5;33;31;19
00003_00010.ppm;40;39;6;6;34;33;19
00003_00011.ppm;40;39;5;5;35;34;19
00003_00012.ppm;42;40;6;5;37;35;19
00003_00013.ppm;42;41;5;5;36;35;19
00003_00014.ppm;44;41;6;5;38;36;19
00003_00015.ppm;43;42;5;5;38;37;19
00003_00016.ppm;46;43;6;5;40;38;19
00003_00017.ppm;48;46;6;5;43;40;19
00003_00018.ppm;50;47;6;5;45;42;19
00003_00019.ppm;54;50;6;5;49;45;19
00003_00020.ppm;57;54;6;6;51;48;19
00003_00021.ppm;59;57;6;6;54;51;19
00003_00022.ppm;64;61;6;6;58;55;19
00003_00023.ppm;70;63;7;5;64;57;19
00003_00024.ppm;77;69;7;6;71;63;19
00003_00025.ppm;86;74;8;7;78;67;19
00003_00026.ppm;88;80;7;7;81;73;19
00003_00027.ppm;95;88;9;7;87;81;19
00003_00028.ppm;110;104;9;9;100;94;19
00003_00029.ppm;141;128;13;11;129;117;19
00004_00000.ppm;39;37;5;6;34;32;19
00004_00001.ppm;40;38;6;6;35;33;19
00004_00002.ppm;40;38;5;5;35;33;19
00004_00003.ppm;41;39;5;6;36;34;19
00004_00004.ppm;42;39;6;6;37;34;19
00004_00005.ppm;41;39;5;5;36;34;19
00004_00006.ppm;43;41;6;6;38;36;19
00004_00007.ppm;43;41;5;5;38;36;19
00004_00008.ppm;45;42;6;5;40;37;19
00004_00009.ppm;47;45;5;6;42;40;19
00004_00010.ppm;48;45;5;5;43;40;19
00004_00011.ppm;50;46;6;5;45;41;19
00004_00012.ppm;50;47;5;5;45;42;19
00004_00013.ppm;51;48;5;5;46;43;19
00004_00014.ppm;54;50;6;5;49;45;19
00004_00015.ppm;54;51;5;5;49;46;19
00004_00016.ppm;55;52;5;5;50;47;19
00004_00017.ppm;58;56;6;6;53;51;19
00004_00018.ppm;59;57;5;5;54;52;19
00004_00019.ppm;61;59;6;6;56;54;19
00004_00020.ppm;64;60;6;5;59;55;19
00004_00021.ppm;64;62;5;6;59;57;19
00004_00022.ppm;71;67;7;6;65;61;19
00004_00023.ppm;75;71;7;7;69;65;19
00004_00024.ppm;79;73;7;6;72;67;19
00004_00025.ppm;83;76;8;6;76;70;19
00004_00026.ppm;88;83;8;7;81;76;19
00004_00027.ppm;95;91;8;8;87;83;19
00004_00028.ppm;104;97;10;9;95;89;19
00004_00029.ppm;111;106;10;10;102;97;19
00005_00000.ppm;30;31;5;6;25;26;19
00005_00001.ppm;31;31;5;6;26;26;19
00005_00002.ppm;33;31;5;6;28;26;19
00005_00003.ppm;35;31;6;5;29;26;19
00005_00004.ppm;35;32;6;6;30;27;19
00005_00005.ppm;36;31;6;5;31;26;19
00005_00006.ppm;36;33;5;6;30;27;19
00005_00007.ppm;38;31;6;5;33;26;19
00005_00008.ppm;37;33;6;5;32;28;19
00005_00009.ppm;36;33;6;5;31;28;19
00005_00010.ppm;36;34;5;6;30;29;19
00005_00011.ppm;38;36;6;5;33;30;19
00005_00012.ppm;40;37;6;5;35;32;19
00005_00013.ppm;41;39;5;6;35;34;19
00005_00014.ppm;45;41;6;6;40;36;19
00005_00015.ppm;46;41;6;5;41;36;19
00005_00016.ppm;46;43;5;6;41;38;19
00005_00017.ppm;48;45;5;6;43;40;19
00005_00018.ppm;51;47;5;6;46;42;19
00005_00019.ppm;54;50;6;6;49;45;19
00005_00020.ppm;55;51;5;6;50;45;19
00005_00021.ppm;59;52;6;6;54;47;19
00005_00022.ppm;61;55;6;5;55;49;19
00005_00023.ppm;65;60;5;6;59;54;19
00005_00024.ppm;71;64;7;6;65;59;19
00005_00025.ppm;77;71;6;6;70;65;19
00005_00026.ppm;84;76;7;7;77;70;19
00005_00027.ppm;94;84;8;7;86;77;19
00005_00028.ppm;105;95;10;9;96;87;19
00005_00029.ppm;116;104;11;9;106;95;19
00006_00000.ppm;36;34;5;6;31;29;19
00006_00001.ppm;38;35;6;6;33;30;19
00006_00002.ppm;38;37;5;6;32;31;19
00006_00003.ppm;38;37;5;5;32;31;19
00006_00004.ppm;40;38;6;6;35;33;19
00006_00005.ppm;39;38;5;6;34;33;19
00006_00006.ppm;41;39;6;6;36;34;19
00006_00007.ppm;42;40;5;6;37;35;19
00006_00008.ppm;44;40;6;6;39;35;19
00006_00009.ppm;42;38;5;5;37;33;19
00006_00010.ppm;45;41;6;6;40;36;19
00006_00011.ppm;45;43;6;6;40;37;19
00006_00012.ppm;46;43;6;6;41;38;19
00006_00013.ppm;47;43;5;5;42;38;19
00006_00014.ppm;48;45;5;5;43;40;19
00006_00015.ppm;51;47;5;5;46;42;19
00006_00016.ppm;52;50;5;6;47;45;19
00006_00017.ppm;53;50;5;5;48;45;19
00006_00018.ppm;59;54;6;6;54;49;19
00006_00019.ppm;60;55;5;5;55;50;19
00006_00020.ppm;63;59;5;6;58;54;19
00006_00021.ppm;68;62;6;5;61;56;19
00006_00022.ppm;72;68;6;6;66;62;19
00006_00023.ppm;80;72;7;6;73;65;19
00006_00024.ppm;85;75;7;6;78;69;19
00006_00025.ppm;96;85;8;8;88;78;19
00006_00026.ppm;107;94;10;9;98;86;19
00006_00027.ppm;122;107;10;9;112;98;19
00006_00028.ppm;136;121;12;11;125;111;19
00006_00029.ppm;169;147;15;12;155;135;19
