Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;27;26;5;6;22;21;11
00000_00001.ppm;31;28;6;6;26;23;11
00000_00002.ppm;30;28;5;6;25;23;11
00000_00003.ppm;31;28;6;6;26;23;11
00000_00004.ppm;31;27;6;6;26;22;11
00000_00005.ppm;28;26;5;5;23;21;11
00000_00006.ppm;30;28;6;6;25;23;11
00000_00007.ppm;31;29;5;5;26;24;11
00000_00008.ppm;34;29;5;6;29;24;11
00000_00009.ppm;34;29;5;6;29;24;11
00000_00010.ppm;34;28;6;5;29;23;11
00000_00011.ppm;36;28;6;5;31;23;11
00000_00012.ppm;38;32;6;5;33;27;11
00000_00013.ppm;36;33;5;5;31;28;11
00000_00014.ppm;37;36;5;6;32;31;11
00000_00015.ppm;42;39;6;5;37;34;11
00000_00016.ppm;45;39;5;5;40;34;11
00000_00017.ppm;50;44;6;6;45;39;11
00000_00018.ppm;49;44;5;6;44;39;11
00000_00019.ppm;51;45;5;5;46;40;11
00000_00020.ppm;51;48;5;6;46;43;11
00000_00021.ppm;57;53;6;5;52;48;11
00000_00022.ppm;59;59;6;5;54;54;11
00000_00023.ppm;63;60;5;6;58;55;11
00000_00024.ppm;72;67;7;6;66;61;11
00000_00025.ppm;82;77;7;7;75;71;11
00000_00026.ppm;96;85;9;8;88;78;11
00000_00027.ppm;109;97;10;9;100;89;11
00000_00028.ppm;134;122;11;10;123;112;11
00000_00029.ppm;175;159;15;14;160;146;11
00001_00000.ppm;47;48;5;5;42;43;11
00001_00001.ppm;50;51;6;5;45;45;11
00001_00002.ppm;50;53;5;6;45;48;11
00001_00003.ppm;55;54;5;6;50;48;11
00001_00004.ppm;59;53;6;5;54;48;11
00001_00005.ppm;59;55;6;6;54;49;11
00001_00006.ppm;58;54;5;6;53;49;11
00001_00007.ppm;59;56;5;5;53;51;11
00001_00008.ppm;62;58;6;5;56;53;11
00001_00009.ppm;62;60;5;6;56;55;11
00001_00010.ppm;64;62;5;5;59;57;11
00001_00011.ppm;67;63;6;5;61;58;11
00001_00012.ppm;70;67;7;6;64;61;11
00001_00013.ppm;71;70;7;7;65;63;11
00001_00014.ppm;75;72;7;7;69;66;11
00001_00015.ppm;77;73;7;6;71;67;11
00001_00016.ppm;80;75;8;7;73;69;11
00001_00017.ppm;82;80;7;8;74;73;11
00001_00018.ppm;83;82;7;8;76;75;11
00001_00019.ppm;88;83;7;7;80;76;11
00001_00020.ppm;92;85;8;7;84;78;11
00001_00021.ppm;97;91;9;8;89;83;11
00001_00022.ppm;98;93;8;8;90;85;11
00001_00023.ppm;105;97;10;9;96;89;11
00001_00024.ppm;108;100;9;8;99;92;11
00001_00025.ppm;111;106;10;10;102;96;11
00001_00026.ppm;119;112;11;10;108;102;11
00001_00027.ppm;121;116;10;11;110;106;11
00001_00028.ppm;130;122;12;10;119;112;11
00001_00029.ppm;133;128;11;11;121;117;11
00002_00000.ppm;68;63;6;6;62;58;11
00002_00001.ppm;70;63;7;5;64;58;11
00002_00002.ppm;72;66;7;6;66;60;11
00002_00003.ppm;72;68;6;6;66;61;11
00002_00004.ppm;73;69;6;7;67;63;11
00002_00005.ppm;76;71;6;7;70;65;11
00002_00006.ppm;80;72;7;7;73;66;11
00002_00007.ppm;83;75;7;7;76;69;11
00002_00008.ppm;85;77;8;7;78;71;11
00002_00009.ppm;87;80;8;7;80;73;11
00002_00010.ppm;92;81;9;7;84;74;11
00002_00011.ppm;94;83;9;7;86;76;11
00002_00012.ppm;95;86;8;8;87;79;11
00002_00013.ppm;99;92;8;8;91;84;11
00002_00014.ppm;104;95;10;9;95;87;11
00002_00015.ppm;109;100;9;9;100;91;11
00002_00016.ppm;112;103;9;9;103;94;11
