Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;48;43;6;5;43;38;25
00000_00001.ppm;49;46;5;6;44;41;25
00000_00002.ppm;49;46;5;6;44;41;25
00000_00003.ppm;51;47;6;6;46;42;25
00000_00004.ppm;48;46;5;5;43;41;25
00000_00005.ppm;49;47;6;6;44;42;25
00000_00006.ppm;49;47;6;6;44;42;25
00000_00007.ppm;48;48;5;6;43;43;25
00000_00008.ppm;50;49;6;6;45;44;25
00000_00009.ppm;51;51;5;6;46;46;25
00000_00010.ppm;53;51;6;5;48;46;25
00000_00011.ppm;54;53;5;5;49;48;25
00000_00012.ppm;55;55;5;6;50;50;25
00000_00013.ppm;56;55;6;6;51;50;25
00000_00014.ppm;57;56;6;6;52;51;25
00000_00015.ppm;58;58;5;6;53;53;25
00000_00016.ppm;62;60;6;5;57;55;25
00000_00017.ppm;62;62;5;6;57;57;25
00000_00018.ppm;64;63;6;6;59;58;25
00000_00019.ppm;67;65;6;6;61;60;25
00000_00020.ppm;69;69;6;7;63;63;25
00000_00021.ppm;71;71;6;7;65;65;25
00000_00022.ppm;74;72;6;6;68;66;25
00000_00023.ppm;82;80;8;8;75;73;25
00000_00024.ppm;86;83;8;7;79;76;25
00000_00025.ppm;92;88;9;8;84;81;25
00000_00026.ppm;95;93;8;8;87;85;25
00000_00027.ppm;107;98;10;9;98;90;25
00000_00028.ppm;111;103;10;9;102;94;25
00000_00029.ppm;121;112;10;10;111;103;25
00001_00000.ppm;60;61;5;6;55;56;25
00001_00001.ppm;69;62;7;6;63;57;25
00001_00002.ppm;64;62;5;6;59;57;25
00001_00003.ppm;62;62;6;6;57;57;25
00001_00004.ppm;69;65;7;6;63;60;25
00001_00005.ppm;74;69;6;6;68;63;25
00001_00006.ppm;74;69;6;6;68;63;25
00001_00007.ppm;74;70;6;7;68;64;25
00001_00008.ppm;74;70;6;7;68;64;25
00001_00009.ppm;74;70;6;7;68;64;25
00001_00010.ppm;76;71;7;7;70;65;25
00001_00011.ppm;80;73;8;7;73;67;25
00001_00012.ppm;82;75;8;7;75;69;25
00001_00013.ppm;85;78;8;7;77;71;25
