Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;25;25;5;5;20;20;13
00000_00001.ppm;26;27;5;6;21;22;13
00000_00002.ppm;26;28;5;6;21;22;13
00000_00003.ppm;28;28;5;5;23;23;13
00000_00004.ppm;29;29;5;5;23;23;13
00000_00005.ppm;29;29;5;5;24;24;13
00000_00006.ppm;27;30;5;6;22;25;13
00000_00007.ppm;29;30;5;6;24;25;13
00000_00008.ppm;31;31;5;6;26;26;13
00000_00009.ppm;33;31;6;5;28;26;13
00000_00010.ppm;35;33;5;5;29;28;13
00000_00011.ppm;38;37;6;6;32;31;13
00000_00012.ppm;37;37;5;6;32;32;13
00000_00013.ppm;38;38;5;5;33;32;13
00000_00014.ppm;40;40;5;6;34;35;13
00000_00015.ppm;41;39;5;5;35;34;13
00000_00016.ppm;42;40;5;5;37;35;13
00000_00017.ppm;46;43;6;5;40;37;13
00000_00018.ppm;47;45;6;6;42;40;13
00000_00019.ppm;49;48;5;6;43;42;13
00000_00020.ppm;53;51;6;6;48;46;13
00000_00021.ppm;55;51;6;6;49;46;13
00000_00022.ppm;56;53;6;6;51;48;13
00000_00023.ppm;58;56;6;5;53;50;13
00000_00024.ppm;60;58;5;5;55;53;13
00000_00025.ppm;67;62;6;6;61;57;13
00000_00026.ppm;73;70;7;6;66;64;13
00000_00027.ppm;79;75;7;7;72;69;13
00000_00028.ppm;87;83;8;8;80;76;13
00000_00029.ppm;95;89;8;8;86;81;13
00001_00000.ppm;26;29;5;6;20;24;13
00001_00001.ppm;26;30;5;6;21;25;13
00001_00002.ppm;26;30;5;6;21;25;13
00001_00003.ppm;28;30;6;5;23;25;13
00001_00004.ppm;29;32;5;6;23;26;13
00001_00005.ppm;32;32;6;6;27;27;13
00001_00006.ppm;32;33;5;5;27;28;13
00001_00007.ppm;33;35;5;6;28;30;13
00001_00008.ppm;33;33;6;5;28;28;13
00001_00009.ppm;33;35;5;5;28;29;13
00001_00010.ppm;36;37;6;6;31;32;13
00001_00011.ppm;39;41;5;6;34;36;13
00001_00012.ppm;40;41;5;5;35;36;13
00001_00013.ppm;40;42;5;5;35;36;13
00001_00014.ppm;44;45;5;6;39;40;13
00001_00015.ppm;45;45;5;6;40;40;13
00001_00016.ppm;49;48;6;5;44;42;13
00001_00017.ppm;50;50;5;6;45;45;13
00001_00018.ppm;53;52;5;5;47;46;13
00001_00019.ppm;57;55;6;6;51;50;13
00001_00020.ppm;58;59;6;6;52;53;13
00001_00021.ppm;61;61;6;5;56;55;13
00001_00022.ppm;68;64;6;5;62;59;13
00001_00023.ppm;74;72;7;7;68;66;13
00001_00024.ppm;82;79;8;7;75;72;13
00001_00025.ppm;86;84;7;8;79;77;13
00001_00026.ppm;97;94;8;9;88;85;13
00001_00027.ppm;106;98;9;8;96;89;13
00001_00028.ppm;120;108;11;9;110;98;13
00001_00029.ppm;131;118;12;10;120;108;13
00002_00000.ppm;38;36;6;5;33;31;13
00002_00001.ppm;38;36;6;5;33;31;13
00002_00002.ppm;39;36;6;5;33;31;13
00002_00003.ppm;38;36;5;5;33;31;13
00002_00004.ppm;40;38;6;5;34;32;13
00002_00005.ppm;41;39;6;6;35;34;13
00002_00006.ppm;41;39;5;5;36;34;13
00002_00007.ppm;42;39;6;5;37;34;13
00002_00008.ppm;42;39;6;5;37;33;13
00002_00009.ppm;42;39;6;6;37;34;13
00002_00010.ppm;43;41;5;6;38;36;13
00002_00011.ppm;45;43;6;6;40;38;13
00002_00012.ppm;45;44;6;5;40;39;13
00002_00013.ppm;45;44;6;5;40;39;13
00002_00014.ppm;45;44;6;5;40;39;13
00002_00015.ppm;44;44;5;5;39;39;13
00002_00016.ppm;48;48;6;5;43;43;13
00002_00017.ppm;48;50;5;6;42;44;13
00002_00018.ppm;49;51;5;6;44;45;13
00002_00019.ppm;51;52;5;6;46;47;13
00002_00020.ppm;52;52;5;5;47;47;13
00002_00021.ppm;54;54;5;5;48;49;13
00002_00022.ppm;55;56;5;5;50;51;13
00002_00023.ppm;58;59;5;6;52;54;13
00002_00024.ppm;60;60;5;5;55;55;13
00002_00025.ppm;62;63;5;5;57;58;13
00002_00026.ppm;64;69;5;7;59;62;13
00002_00027.ppm;70;71;7;6;63;64;13
00002_00028.ppm;70;73;6;6;64;67;13
00002_00029.ppm;75;80;7;7;69;72;13
00003_00000.ppm;26;26;6;5;21;21;13
00003_00001.ppm;27;28;5;5;22;23;13
00003_00002.ppm;28;28;6;5;23;23;13
00003_00003.ppm;30;30;6;5;25;25;13
00003_00004.ppm;30;30;6;5;25;25;13
00003_00005.ppm;30;31;5;5;25;26;13
00003_00006.ppm;32;35;5;6;27;30;13
00003_00007.ppm;34;36;5;5;29;31;13
00003_00008.ppm;35;38;5;5;30;32;13
00003_00009.ppm;39;39;6;6;34;34;13
00003_00010.ppm;41;41;6;6;36;36;13
00003_00011.ppm;43;42;6;5;38;37;13
00003_00012.ppm;50;45;5;5;45;40;13
00003_00013.ppm;53;48;6;6;47;43;13
00003_00014.ppm;57;54;5;6;52;49;13
00003_00015.ppm;60;58;5;6;55;53;13
00003_00016.ppm;65;62;6;6;59;57;13
00003_00017.ppm;74;69;6;7;68;63;13
00003_00018.ppm;81;73;8;6;74;66;13
00003_00019.ppm;84;75;7;6;77;69;13
00003_00020.ppm;92;83;8;7;84;76;13
00003_00021.ppm;97;89;8;7;89;81;13
00003_00022.ppm;106;95;9;8;97;87;13
00003_00023.ppm;112;106;10;10;103;97;13
00003_00024.ppm;120;110;11;10;110;101;13
00003_00025.ppm;131;119;12;11;120;109;13
00003_00026.ppm;144;129;12;11;132;118;13
00003_00027.ppm;167;146;15;12;152;134;13
00003_00028.ppm;190;168;16;14;173;154;13
00003_00029.ppm;224;201;19;18;205;184;13
00004_00000.ppm;27;25;6;5;22;20;13
00004_00001.ppm;30;27;5;6;25;22;13
00004_00002.ppm;31;28;5;6;26;22;13
00004_00003.ppm;31;28;5;6;26;23;13
00004_00004.ppm;33;27;6;5;28;21;13
00004_00005.ppm;35;28;6;5;30;23;13
00004_00006.ppm;33;29;5;6;28;24;13
00004_00007.ppm;32;30;5;6;27;24;13
00004_00008.ppm;34;31;6;6;29;26;13
00004_00009.ppm;34;32;5;6;29;27;13
00004_00010.ppm;36;34;5;6;31;29;13
00004_00011.ppm;37;35;6;6;32;30;13
00004_00012.ppm;38;34;6;5;33;29;13
00004_00013.ppm;40;37;6;6;35;32;13
00004_00014.ppm;39;37;5;5;34;32;13
00004_00015.ppm;43;40;6;6;38;34;13
00004_00016.ppm;44;40;6;6;39;35;13
00004_00017.ppm;47;40;5;5;42;35;13
00004_00018.ppm;47;42;5;5;42;37;13
00004_00019.ppm;51;47;5;6;46;41;13
00004_00020.ppm;57;48;5;5;51;43;13
00004_00021.ppm;60;52;6;6;55;47;13
00004_00022.ppm;61;55;5;6;56;50;13
00004_00023.ppm;70;60;7;5;64;54;13
00004_00024.ppm;75;63;7;5;69;57;13
00004_00025.ppm;83;72;7;7;76;66;13
00004_00026.ppm;94;81;9;7;86;74;13
00004_00027.ppm;116;96;11;8;106;88;13
00004_00028.ppm;130;117;11;11;119;107;13
00004_00029.ppm;154;136;13;11;141;125;13
00005_00000.ppm;27;29;5;6;22;24;13
00005_00001.ppm;29;29;6;5;24;24;13
00005_00002.ppm;29;29;6;5;24;24;13
00005_00003.ppm;29;30;5;5;24;25;13
00005_00004.ppm;31;31;6;5;26;26;13
00005_00005.ppm;30;30;5;5;24;25;13
00005_00006.ppm;31;32;5;5;26;27;13
00005_00007.ppm;32;33;6;6;27;28;13
00005_00008.ppm;32;33;5;5;27;28;13
00005_00009.ppm;32;34;5;6;27;29;13
00005_00010.ppm;33;33;5;5;27;28;13
00005_00011.ppm;36;35;6;5;31;30;13
00005_00012.ppm;39;34;6;5;34;29;13
00005_00013.ppm;38;37;5;6;33;32;13
00005_00014.ppm;41;39;5;6;36;34;13
00005_00015.ppm;45;43;6;6;40;38;13
00005_00016.ppm;47;44;6;5;42;39;13
00005_00017.ppm;46;44;5;5;41;39;13
00005_00018.ppm;52;46;6;5;47;41;13
00005_00019.ppm;54;49;5;6;49;44;13
00005_00020.ppm;56;51;5;6;51;46;13
00005_00021.ppm;59;55;5;5;54;50;13
00005_00022.ppm;62;57;6;6;57;52;13
00005_00023.ppm;69;60;7;5;63;55;13
00005_00024.ppm;77;68;7;6;71;62;13
00005_00025.ppm;82;75;7;7;75;69;13
00005_00026.ppm;90;87;8;8;82;79;13
00005_00027.ppm;97;98;8;8;89;90;13
00005_00028.ppm;111;116;9;11;102;106;13
00005_00029.ppm;131;136;11;11;120;125;13
00006_00000.ppm;28;26;5;6;23;21;13
00006_00001.ppm;28;26;6;6;23;21;13
00006_00002.ppm;28;26;6;5;23;21;13
00006_00003.ppm;29;29;5;6;24;24;13
00006_00004.ppm;30;30;5;6;25;25;13
00006_00005.ppm;32;30;6;5;26;24;13
00006_00006.ppm;33;31;6;5;28;26;13
00006_00007.ppm;32;31;5;5;27;26;13
00006_00008.ppm;34;33;6;6;29;28;13
00006_00009.ppm;34;32;5;6;29;27;13
00006_00010.ppm;35;32;5;5;30;26;13
00006_00011.ppm;36;33;5;6;31;28;13
00006_00012.ppm;38;35;6;6;33;30;13
00006_00013.ppm;40;36;6;6;35;31;13
00006_00014.ppm;41;38;6;6;36;33;13
00006_00015.ppm;42;38;5;5;37;33;13
00006_00016.ppm;45;41;5;6;39;35;13
00006_00017.ppm;46;41;5;5;41;36;13
