Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;27;36;6;5;21;30;29
00000_00001.ppm;27;37;6;5;22;32;29
00000_00002.ppm;29;39;5;6;24;34;29
00000_00003.ppm;31;40;5;6;26;35;29
00000_00004.ppm;31;41;5;6;26;36;29
00000_00005.ppm;32;42;6;5;27;37;29
00000_00006.ppm;32;43;6;6;27;38;29
00000_00007.ppm;32;42;6;5;27;37;29
00000_00008.ppm;32;43;6;6;27;38;29
00000_00009.ppm;32;42;6;5;27;37;29
00000_00010.ppm;33;43;6;5;27;38;29
00000_00011.ppm;33;47;5;6;28;42;29
00000_00012.ppm;36;52;5;6;31;47;29
00000_00013.ppm;37;53;5;5;32;48;29
00000_00014.ppm;39;56;6;6;34;51;29
00000_00015.ppm;39;58;6;6;34;52;29
00000_00016.ppm;41;59;6;5;35;54;29
00000_00017.ppm;42;63;6;6;37;58;29
00000_00018.ppm;43;68;5;7;38;62;29
00000_00019.ppm;46;71;6;6;41;65;29
00000_00020.ppm;48;75;6;6;43;69;29
00000_00021.ppm;49;81;5;7;44;74;29
00000_00022.ppm;51;85;6;7;46;78;29
00000_00023.ppm;54;96;6;8;49;87;29
00000_00024.ppm;56;106;5;10;51;97;29
00000_00025.ppm;58;111;5;9;53;101;29
00000_00026.ppm;62;121;6;11;56;111;29
00000_00027.ppm;65;134;6;12;60;123;29
00000_00028.ppm;69;157;6;13;63;144;29
00000_00029.ppm;67;182;6;15;61;167;29
00001_00000.ppm;36;34;5;6;31;29;29
00001_00001.ppm;37;34;6;6;32;29;29
00001_00002.ppm;38;34;5;5;32;29;29
00001_00003.ppm;40;35;6;5;34;30;29
00001_00004.ppm;40;37;6;6;35;32;29
00001_00005.ppm;40;37;6;6;35;32;29
00001_00006.ppm;41;39;5;5;36;33;29
00001_00007.ppm;43;41;5;6;37;35;29
00001_00008.ppm;45;41;6;5;40;36;29
00001_00009.ppm;45;41;5;5;39;36;29
00001_00010.ppm;47;44;6;6;41;38;29
00001_00011.ppm;48;45;6;6;42;39;29
00001_00012.ppm;48;46;5;6;43;41;29
00001_00013.ppm;50;47;6;6;45;42;29
00001_00014.ppm;52;49;5;5;47;43;29
00001_00015.ppm;54;51;5;5;49;45;29
00001_00016.ppm;58;53;5;5;53;48;29
00001_00017.ppm;62;57;6;6;57;52;29
00001_00018.ppm;65;59;6;5;60;53;29
00001_00019.ppm;70;61;7;5;64;56;29
00001_00020.ppm;71;63;6;5;65;58;29
00001_00021.ppm;76;70;7;7;70;64;29
00001_00022.ppm;81;73;7;7;74;67;29
00001_00023.ppm;87;76;8;6;79;70;29
00001_00024.ppm;94;84;9;8;86;77;29
00001_00025.ppm;104;93;10;8;95;85;29
00001_00026.ppm;112;100;10;8;103;92;29
00001_00027.ppm;124;112;11;10;114;103;29
00001_00028.ppm;137;124;12;10;126;113;29
00001_00029.ppm;164;149;14;13;150;137;29
00002_00000.ppm;38;35;6;6;33;30;29
00002_00001.ppm;38;35;6;6;33;30;29
00002_00002.ppm;36;34;5;5;31;29;29
00002_00003.ppm;38;36;5;5;33;31;29
00002_00004.ppm;39;38;5;6;34;33;29
00002_00005.ppm;41;38;6;5;36;33;29
00002_00006.ppm;40;38;5;5;35;33;29
00002_00007.ppm;41;39;5;5;36;34;29
00002_00008.ppm;41;40;5;6;36;35;29
00002_00009.ppm;42;39;5;6;37;34;29
