Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;42;41;6;5;37;36;15
00000_00001.ppm;37;40;6;6;32;35;15
00000_00002.ppm;38;40;6;5;33;35;15
00000_00003.ppm;38;42;5;6;33;37;15
00000_00004.ppm;41;45;5;6;36;40;15
00000_00005.ppm;42;44;6;5;37;39;15
00000_00006.ppm;42;44;5;5;37;39;15
00000_00007.ppm;43;44;6;5;38;39;15
00000_00008.ppm;45;47;6;6;40;42;15
00000_00009.ppm;46;47;6;6;40;42;15
00000_00010.ppm;45;48;5;6;40;43;15
00000_00011.ppm;46;48;6;6;41;43;15
00000_00012.ppm;46;47;5;5;41;42;15
00000_00013.ppm;47;49;6;6;42;44;15
00000_00014.ppm;47;50;5;6;42;45;15
00000_00015.ppm;49;50;6;5;44;44;15
00000_00016.ppm;49;50;5;5;44;45;15
00000_00017.ppm;50;50;5;5;45;45;15
00000_00018.ppm;51;51;5;5;46;46;15
00000_00019.ppm;52;53;5;6;46;47;15
00000_00020.ppm;53;53;6;6;48;48;15
00000_00021.ppm;53;54;6;6;48;48;15
00000_00022.ppm;54;55;6;6;49;49;15
00000_00023.ppm;55;54;6;5;50;49;15
00000_00024.ppm;55;57;5;6;50;51;15
00000_00025.ppm;57;58;6;6;52;52;15
00000_00026.ppm;58;59;6;6;53;54;15
00000_00027.ppm;59;61;5;6;54;56;15
00000_00028.ppm;61;63;6;6;55;57;15
00000_00029.ppm;60;63;6;5;56;58;15
00001_00000.ppm;26;55;6;6;21;50;15
00001_00001.ppm;26;56;5;6;20;51;15
00001_00002.ppm;26;57;5;6;21;52;15
00001_00003.ppm;26;58;5;6;21;53;15
00001_00004.ppm;27;58;5;5;22;53;15
00001_00005.ppm;28;60;6;6;23;55;15
00001_00006.ppm;28;60;5;5;22;55;15
00001_00007.ppm;28;61;5;5;23;56;15
00001_00008.ppm;31;63;6;5;26;58;15
00001_00009.ppm;32;65;6;6;27;60;15
00001_00010.ppm;31;68;5;6;26;62;15
00001_00011.ppm;33;70;6;6;28;64;15
00001_00012.ppm;33;73;5;7;28;67;15
00001_00013.ppm;34;77;5;6;29;70;15
00001_00014.ppm;35;81;5;7;30;74;15
00001_00015.ppm;38;84;6;8;32;77;15
00001_00016.ppm;39;85;6;7;33;78;15
00001_00017.ppm;40;88;6;8;35;81;15
