Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;34;34;5;5;29;29;21
00000_00001.ppm;34;35;5;6;29;30;21
00000_00002.ppm;36;35;6;5;31;30;21
00000_00003.ppm;37;37;6;6;32;32;21
00000_00004.ppm;38;38;6;6;33;33;21
00000_00005.ppm;39;38;6;6;34;33;21
00000_00006.ppm;40;39;6;6;35;34;21
00000_00007.ppm;42;40;6;6;37;35;21
00000_00008.ppm;42;42;5;6;37;36;21
00000_00009.ppm;45;42;6;5;39;36;21
00000_00010.ppm;44;44;5;6;39;38;21
00000_00011.ppm;46;44;5;5;41;38;21
00000_00012.ppm;48;46;5;6;43;41;21
00000_00013.ppm;50;47;5;5;45;42;21
00000_00014.ppm;51;48;5;5;46;43;21
00000_00015.ppm;54;50;6;5;49;45;21
00000_00016.ppm;56;51;6;5;51;46;21
00000_00017.ppm;58;54;6;6;53;49;21
00000_00018.ppm;62;58;6;6;56;52;21
00000_00019.ppm;65;61;6;6;60;56;21
00000_00020.ppm;69;64;7;6;63;59;21
00000_00021.ppm;72;68;7;6;65;61;21
00000_00022.ppm;77;73;7;7;71;67;21
00000_00023.ppm;85;80;8;8;78;73;21
00000_00024.ppm;94;87;8;7;86;80;21
00000_00025.ppm;99;94;9;9;91;86;21
00000_00026.ppm;111;101;10;8;101;92;21
00000_00027.ppm;124;111;11;10;114;102;21
00000_00028.ppm;141;127;12;11;129;116;21
00000_00029.ppm;152;134;14;11;139;123;21
00001_00000.ppm;32;31;6;6;27;26;21
00001_00001.ppm;33;31;6;5;28;26;21
00001_00002.ppm;34;31;6;5;29;26;21
00001_00003.ppm;33;33;5;6;28;28;21
00001_00004.ppm;33;33;5;6;28;28;21
00001_00005.ppm;35;34;5;6;30;29;21
00001_00006.ppm;35;34;5;6;30;29;21
00001_00007.ppm;36;34;6;6;31;29;21
00001_00008.ppm;38;36;5;6;33;31;21
00001_00009.ppm;40;37;6;6;35;32;21
00001_00010.ppm;40;36;6;5;35;31;21
00001_00011.ppm;42;39;6;6;37;34;21
00001_00012.ppm;43;40;6;6;38;35;21
00001_00013.ppm;43;39;6;5;38;34;21
00001_00014.ppm;43;42;5;6;38;37;21
00001_00015.ppm;44;43;5;6;39;38;21
00001_00016.ppm;46;43;6;5;41;38;21
00001_00017.ppm;49;43;5;5;44;38;21
00001_00018.ppm;49;45;5;6;44;40;21
00001_00019.ppm;52;47;5;5;47;42;21
00001_00020.ppm;53;49;6;5;48;44;21
00001_00021.ppm;56;51;6;6;51;46;21
00001_00022.ppm;61;55;6;5;56;50;21
00001_00023.ppm;68;58;6;5;62;53;21
00001_00024.ppm;72;60;7;5;66;55;21
00001_00025.ppm;76;65;6;6;70;60;21
00001_00026.ppm;82;67;8;6;75;61;21
00001_00027.ppm;93;76;8;7;85;70;21
00001_00028.ppm;106;84;9;7;97;77;21
00001_00029.ppm;116;88;11;7;106;81;21
00002_00000.ppm;29;29;5;5;24;24;21
00002_00001.ppm;30;30;5;5;25;25;21
00002_00002.ppm;32;30;6;6;27;25;21
00002_00003.ppm;31;28;6;5;26;23;21
00002_00004.ppm;32;31;5;6;27;26;21
00002_00005.ppm;35;33;6;6;30;28;21
00002_00006.ppm;35;33;5;5;30;28;21
00002_00007.ppm;35;33;5;5;30;28;21
00002_00008.ppm;35;33;5;5;30;28;21
00002_00009.ppm;37;35;5;5;32;30;21
00002_00010.ppm;39;36;6;5;34;31;21
00002_00011.ppm;39;38;5;6;34;33;21
00002_00012.ppm;38;38;5;6;33;33;21
00002_00013.ppm;40;39;5;5;35;34;21
00002_00014.ppm;40;40;6;6;35;35;21
00002_00015.ppm;41;41;5;6;36;36;21
00002_00016.ppm;44;42;6;6;39;37;21
00002_00017.ppm;46;42;6;6;41;37;21
00002_00018.ppm;47;44;5;6;42;39;21
00002_00019.ppm;49;45;6;6;44;40;21
00002_00020.ppm;51;47;5;6;46;42;21
00002_00021.ppm;54;47;6;5;49;42;21
00002_00022.ppm;54;49;5;6;49;44;21
00002_00023.ppm;56;51;5;6;51;46;21
00002_00024.ppm;60;53;6;5;55;48;21
00002_00025.ppm;63;57;5;5;58;52;21
00002_00026.ppm;69;59;7;5;63;54;21
00002_00027.ppm;72;61;7;5;66;56;21
00002_00028.ppm;80;69;7;6;73;63;21
00002_00029.ppm;92;76;9;7;84;70;21
00003_00000.ppm;30;32;5;6;25;27;21
00003_00001.ppm;31;30;6;5;26;25;21
00003_00002.ppm;32;31;6;6;27;26;21
00003_00003.ppm;31;32;5;6;26;27;21
00003_00004.ppm;33;32;5;6;28;27;21
00003_00005.ppm;34;32;6;5;29;27;21
00003_00006.ppm;36;36;6;6;31;31;21
00003_00007.ppm;37;37;5;5;32;32;21
00003_00008.ppm;40;39;5;6;35;34;21
00003_00009.ppm;40;39;5;6;35;34;21
00003_00010.ppm;41;39;5;6;36;34;21
00003_00011.ppm;41;39;5;6;36;34;21
00003_00012.ppm;42;39;5;5;37;34;21
00003_00013.ppm;44;41;5;5;39;36;21
00003_00014.ppm;46;43;5;5;41;38;21
00003_00015.ppm;47;45;5;6;42;40;21
00003_00016.ppm;49;47;5;6;44;42;21
00003_00017.ppm;53;48;6;5;48;43;21
00003_00018.ppm;55;51;6;6;50;46;21
00003_00019.ppm;55;52;5;6;50;47;21
00003_00020.ppm;59;55;5;5;54;50;21
00003_00021.ppm;64;61;5;6;59;56;21
00003_00022.ppm;71;65;6;6;65;60;21
00003_00023.ppm;76;68;7;6;70;62;21
00003_00024.ppm;83;74;7;6;76;68;21
00003_00025.ppm;99;87;9;8;91;80;21
00003_00026.ppm;108;96;9;8;99;88;21
00003_00027.ppm;128;112;12;9;117;103;21
00003_00028.ppm;146;132;12;11;134;121;21
00003_00029.ppm;200;178;17;16;183;163;21
00004_00000.ppm;31;27;6;5;26;22;21
00004_00001.ppm;31;29;6;6;26;24;21
00004_00002.ppm;31;29;5;5;26;24;21
00004_00003.ppm;32;29;5;5;27;24;21
00004_00004.ppm;33;31;6;6;28;26;21
00004_00005.ppm;34;33;6;6;29;28;21
00004_00006.ppm;34;31;6;5;29;26;21
00004_00007.ppm;35;32;6;5;30;27;21
00004_00008.ppm;35;31;5;5;30;26;21
00004_00009.ppm;37;33;5;5;32;28;21
00004_00010.ppm;39;34;5;5;34;29;21
00004_00011.ppm;39;34;5;5;34;29;21
00004_00012.ppm;39;34;5;5;34;29;21
00004_00013.ppm;39;34;5;5;34;29;21
00004_00014.ppm;39;35;6;5;34;30;21
00004_00015.ppm;40;36;6;5;35;31;21
00004_00016.ppm;41;37;6;5;36;32;21
00004_00017.ppm;42;38;6;5;37;33;21
00004_00018.ppm;44;39;6;5;39;34;21
00004_00019.ppm;46;42;5;6;41;37;21
00004_00020.ppm;49;43;6;5;44;38;21
00004_00021.ppm;49;44;6;6;44;39;21
00004_00022.ppm;52;45;6;5;47;40;21
00004_00023.ppm;54;47;5;5;49;42;21
00004_00024.ppm;57;50;6;6;52;45;21
00004_00025.ppm;57;50;5;6;52;45;21
00004_00026.ppm;60;52;5;6;55;47;21
00004_00027.ppm;63;54;6;6;58;49;21
00004_00028.ppm;71;58;7;6;65;53;21
00004_00029.ppm;71;58;6;5;65;53;21
00005_00000.ppm;33;30;6;5;28;25;21
00005_00001.ppm;32;31;5;6;27;26;21
00005_00002.ppm;33;30;6;5;28;25;21
00005_00003.ppm;32;31;5;6;27;26;21
00005_00004.ppm;33;31;5;5;28;26;21
00005_00005.ppm;34;31;6;5;29;26;21
00005_00006.ppm;34;33;5;5;29;28;21
00005_00007.ppm;35;35;5;6;30;29;21
00005_00008.ppm;37;35;6;6;32;30;21
00005_00009.ppm;38;35;6;5;33;30;21
00005_00010.ppm;39;37;6;6;34;32;21
00005_00011.ppm;38;36;5;5;33;31;21
00005_00012.ppm;40;38;5;5;35;33;21
00005_00013.ppm;44;40;6;5;38;35;21
00005_00014.ppm;43;42;5;6;38;37;21
00005_00015.ppm;45;44;5;6;40;39;21
00005_00016.ppm;47;45;5;5;42;40;21
00005_00017.ppm;50;47;6;6;45;42;21
00005_00018.ppm;52;49;5;6;47;44;21
00005_00019.ppm;54;51;5;5;49;46;21
00005_00020.ppm;58;55;6;6;53;50;21
00005_00021.ppm;60;57;5;5;55;52;21
00005_00022.ppm;64;60;5;5;58;55;21
00005_00023.ppm;69;63;6;5;63;58;21
00005_00024.ppm;79;71;7;6;72;64;21
00005_00025.ppm;84;76;7;7;77;70;21
00005_00026.ppm;96;86;9;8;88;79;21
00005_00027.ppm;107;98;9;9;98;90;21
00005_00028.ppm;125;112;11;9;114;103;21
00005_00029.ppm;147;134;13;12;135;123;21
00006_00000.ppm;32;32;5;6;27;27;21
00006_00001.ppm;33;32;6;6;28;26;21
00006_00002.ppm;34;33;5;6;29;28;21
00006_00003.ppm;35;33;6;6;30;28;21
00006_00004.ppm;35;33;6;5;30;28;21
00006_00005.ppm;35;33;6;5;30;28;21
00006_00006.ppm;36;36;5;6;31;31;21
00006_00007.ppm;36;36;5;6;31;31;21
00006_00008.ppm;37;35;6;5;32;30;21
00006_00009.ppm;38;38;5;6;33;33;21
00006_00010.ppm;39;37;6;6;34;32;21
00006_00011.ppm;40;37;6;6;35;32;21
00006_00012.ppm;41;38;6;5;36;33;21
00006_00013.ppm;42;41;6;6;37;36;21
00006_00014.ppm;44;40;6;5;39;35;21
00006_00015.ppm;44;41;6;6;39;36;21
00006_00016.ppm;46;42;6;5;41;37;21
00006_00017.ppm;47;45;6;6;42;40;21
00006_00018.ppm;47;44;5;5;42;39;21
00006_00019.ppm;49;47;5;6;44;42;21
00006_00020.ppm;53;50;6;6;48;45;21
00006_00021.ppm;54;52;6;6;49;47;21
00006_00022.ppm;59;54;6;6;54;49;21
00006_00023.ppm;61;58;5;5;56;53;21
00006_00024.ppm;68;61;7;6;62;56;21
00006_00025.ppm;74;69;6;6;68;63;21
00006_00026.ppm;85;75;8;6;78;69;21
00006_00027.ppm;97;88;9;8;89;80;21
00006_00028.ppm;110;100;9;8;101;91;21
00006_00029.ppm;141;124;13;10;129;114;21
00007_00000.ppm;35;33;6;5;30;28;21
00007_00001.ppm;35;34;5;6;30;29;21
00007_00002.ppm;35;33;5;5;29;28;21
00007_00003.ppm;34;35;5;6;29;29;21
00007_00004.ppm;36;35;6;5;31;29;21
00007_00005.ppm;36;36;5;6;31;31;21
00007_00006.ppm;38;37;6;6;33;32;21
00007_00007.ppm;38;39;5;6;33;33;21
